id_student,gender,region,highest_education,studied_credits,imd_band,total_clicks,avg_score,engagement_level,performance_level,risk_level,pass_flag,dropout_flag,final_result
574283,M,South Region,A Level or Equivalent,120,20-30%,3015,77,High,High,Safe,0,0,Fail
574523,M,South East Region,A Level or Equivalent,90,50-60%,920,67.1666666666667,Medium,Medium,Low Risk,0,1,Withdrawn
574529,F,South West Region,A Level or Equivalent,120,10-20,985,43.8,Medium,Low,Low Risk,0,0,Fail
574551,M,Scotland,A Level or Equivalent,90,40-50%,1735,81.9375,High,High,Low Risk,0,0,Fail
574564,M,London Region,HE Qualification,90,10-20,145,,Low,,Very High Risk,0,1,Withdrawn
574580,F,North Region,Lower Than A Level,150,0-10%,488,,Medium,,High Risk,0,0,Fail
574663,M,Yorkshire Region,Lower Than A Level,240,30-40%,427,82,Low,High,High Risk,0,1,Withdrawn
574817,F,Ireland,A Level or Equivalent,90,,752,87.8571428571429,Medium,High,High Risk,1,0,Distinction
574830,F,Scotland,Lower Than A Level,90,90-100%,2184,85.4,High,High,Safe,0,1,Withdrawn
575166,M,East Anglian Region,A Level or Equivalent,60,20-30%,4406,75.9,High,High,Safe,0,1,Withdrawn
575287,F,West Midlands Region,A Level or Equivalent,120,10-20,90,60,Low,Medium,Very High Risk,0,1,Withdrawn
575419,M,West Midlands Region,Lower Than A Level,90,50-60%,1623,48,High,Low,Low Risk,0,1,Withdrawn
575545,M,Scotland,HE Qualification,60,0-10%,2225,82,High,High,Safe,0,1,Withdrawn
575703,M,East Anglian Region,A Level or Equivalent,60,60-70%,2464,82,High,High,Safe,0,1,Withdrawn
575733,M,Wales,Lower Than A Level,60,20-30%,6775,71.5384615384615,High,High,Safe,1,0,Pass
575745,F,North Region,HE Qualification,130,,4679,77,High,High,Safe,1,0,Pass
575824,F,Wales,A Level or Equivalent,90,80-90%,3946,80.3333333333333,High,High,Safe,1,0,Pass
575967,M,Wales,A Level or Equivalent,150,40-50%,1313,85.7142857142857,Medium,High,Low Risk,1,0,Distinction
576191,M,Scotland,HE Qualification,120,10-20,819,79.1666666666667,Medium,High,High Risk,0,0,Fail
576383,F,South East Region,A Level or Equivalent,120,90-100%,4284,92.625,High,High,Safe,1,0,Distinction
576413,M,North Region,A Level or Equivalent,120,10-20,10891,91.6923076923077,High,High,Safe,1,0,Distinction
576475,F,North Region,A Level or Equivalent,120,0-10%,3174,76,High,High,Safe,1,0,Pass
576516,M,East Anglian Region,A Level or Equivalent,60,80-90%,3305,57.6153846153846,High,Medium,Safe,0,0,Fail
576780,M,East Anglian Region,A Level or Equivalent,120,30-40%,8238,91.421052631579,High,High,Safe,1,0,Distinction
576782,M,North Western Region,HE Qualification,90,30-40%,730,58.75,Medium,Medium,High Risk,0,0,Fail
577035,M,South Region,HE Qualification,90,90-100%,3317,88.1875,High,High,Safe,1,0,Distinction
577236,F,West Midlands Region,A Level or Equivalent,60,90-100%,1586,86.2,Medium,High,Low Risk,1,0,Distinction
577245,M,South Region,Lower Than A Level,60,80-90%,6281,64.7692307692308,High,Medium,Safe,0,0,Fail
577273,F,East Midlands Region,A Level or Equivalent,60,0-10%,35,50,Low,Low,Very High Risk,0,0,Fail
577352,M,East Anglian Region,Lower Than A Level,120,0-10%,,,,,,0,0,Fail
577414,M,Scotland,HE Qualification,120,0-10%,1697,78.5333333333333,High,High,Low Risk,1,0,Pass
577427,M,Scotland,A Level or Equivalent,90,50-60%,1390,61.25,Medium,Medium,Low Risk,0,1,Withdrawn
577502,F,Wales,A Level or Equivalent,90,20-30%,2673,84.1666666666667,High,High,Safe,1,0,Pass
577603,M,North Region,Lower Than A Level,120,10-20,25,,Low,,Very High Risk,0,1,Withdrawn
577686,M,North Region,A Level or Equivalent,60,,2300,71.75,High,High,Safe,0,0,Fail
577688,M,West Midlands Region,Lower Than A Level,90,30-40%,,,,,,0,1,Withdrawn
578034,M,North Region,A Level or Equivalent,60,10-20,4557,68.5555555555556,High,Medium,Safe,0,1,Withdrawn
578189,F,West Midlands Region,A Level or Equivalent,120,40-50%,2533,83.1111111111111,High,High,Safe,1,0,Pass
578450,F,East Anglian Region,Lower Than A Level,120,10-20,1249,46.1428571428571,Medium,Low,Low Risk,0,0,Fail
578541,F,East Midlands Region,A Level or Equivalent,60,70-80%,2691,53.1666666666667,High,Medium,Safe,0,1,Withdrawn
578655,F,Ireland,A Level or Equivalent,150,60-70%,4967,69.3333333333333,High,Medium,Safe,1,0,Pass
578823,M,East Anglian Region,A Level or Equivalent,180,70-80%,1551,55.2,Medium,Medium,Low Risk,0,1,Withdrawn
578850,M,West Midlands Region,A Level or Equivalent,90,10-20,1585,79.6875,Medium,High,Low Risk,1,0,Pass
578958,M,Wales,Lower Than A Level,135,20-30%,3359,50.4545454545455,High,Medium,Safe,1,0,Pass
579027,M,Scotland,HE Qualification,90,40-50%,523,86.5,Medium,High,High Risk,0,0,Fail
579321,M,South East Region,Lower Than A Level,180,20-30%,1,,Low,,Very High Risk,0,1,Withdrawn
579340,M,South Region,Lower Than A Level,90,60-70%,1392,81.6,Medium,High,Low Risk,0,1,Withdrawn
579343,M,West Midlands Region,HE Qualification,60,40-50%,9223,80.7692307692308,High,High,Safe,1,0,Pass
579372,M,Yorkshire Region,Lower Than A Level,150,0-10%,1078,67,Medium,Medium,Low Risk,0,1,Withdrawn
579550,M,Wales,A Level or Equivalent,120,20-30%,950,62.125,Medium,Medium,Low Risk,1,0,Pass
580477,M,East Anglian Region,Lower Than A Level,120,80-90%,1754,65.25,High,Medium,Low Risk,0,1,Withdrawn
580511,M,Scotland,HE Qualification,90,20-30%,549,68.25,Medium,Medium,High Risk,0,1,Withdrawn
580525,M,North Region,HE Qualification,60,,1113,82,Medium,High,Low Risk,1,0,Distinction
580689,M,Scotland,HE Qualification,90,20-30%,1416,61.2,Medium,Medium,Low Risk,0,1,Withdrawn
580722,M,South Region,A Level or Equivalent,60,90-100%,343,65.25,Low,Medium,High Risk,0,1,Withdrawn
580768,M,West Midlands Region,A Level or Equivalent,120,0-10%,160,21,Low,Low,Very High Risk,0,1,Withdrawn
580779,F,East Midlands Region,A Level or Equivalent,90,70-80%,7086,76.2857142857143,High,High,Safe,1,0,Pass
581123,M,West Midlands Region,A Level or Equivalent,150,70-80%,1781,61.5625,High,Medium,Low Risk,0,1,Withdrawn
581328,M,London Region,Lower Than A Level,90,10-20,40,,Low,,Very High Risk,0,1,Withdrawn
581611,F,London Region,HE Qualification,90,50-60%,1218,94.6,Medium,High,Low Risk,1,0,Pass
581614,M,East Anglian Region,A Level or Equivalent,120,90-100%,2665,71.9411764705882,High,High,Safe,1,0,Pass
581744,M,South East Region,Lower Than A Level,60,60-70%,1526,59.5,Medium,Medium,Low Risk,0,1,Withdrawn
581745,M,North Region,Lower Than A Level,60,20-30%,,,,,,0,1,Withdrawn
582087,M,Scotland,Lower Than A Level,90,40-50%,12732,72.7777777777778,High,High,Safe,0,0,Fail
582108,M,London Region,A Level or Equivalent,90,10-20,3349,66.1904761904762,High,Medium,Safe,0,0,Fail
582723,M,North Region,Lower Than A Level,60,10-20,4322,75.5,High,High,Safe,0,1,Withdrawn
582827,M,East Anglian Region,A Level or Equivalent,60,30-40%,1321,41.8333333333333,Medium,Low,Low Risk,0,1,Withdrawn
582879,M,East Anglian Region,Lower Than A Level,90,40-50%,3852,80.375,High,High,Safe,1,0,Pass
582950,M,Scotland,HE Qualification,90,30-40%,6170,86.9047619047619,High,High,Safe,1,0,Distinction
583032,M,Scotland,HE Qualification,60,50-60%,5008,82.0769230769231,High,High,Safe,1,0,Pass
583051,M,East Midlands Region,Lower Than A Level,180,80-90%,483,93.3333333333333,Medium,High,High Risk,0,1,Withdrawn
583052,M,East Anglian Region,A Level or Equivalent,60,90-100%,3525,85.6666666666667,High,High,Safe,1,0,Pass
583192,F,Scotland,HE Qualification,60,90-100%,3648,76.6923076923077,High,High,Safe,1,0,Pass
583238,M,East Anglian Region,Lower Than A Level,60,70-80%,2915,93.5,High,High,Safe,0,1,Withdrawn
583906,M,London Region,A Level or Equivalent,30,30-40%,2393,96.4444444444444,High,High,Safe,1,0,Distinction
584077,M,North Western Region,A Level or Equivalent,150,20-30%,697,56.75,Medium,Medium,High Risk,0,1,Withdrawn
584191,M,East Midlands Region,HE Qualification,60,70-80%,7271,76.3333333333333,High,High,Safe,1,0,Pass
584305,M,Scotland,A Level or Equivalent,150,40-50%,,,,,,0,1,Withdrawn
584446,F,Ireland,HE Qualification,120,,2099,63.2,High,Medium,Low Risk,1,0,Pass
584468,F,North Western Region,A Level or Equivalent,120,30-40%,5490,87.75,High,High,Safe,0,1,Withdrawn
584586,M,South Region,A Level or Equivalent,120,40-50%,228,66.2,Low,Medium,Very High Risk,0,1,Withdrawn
584749,F,West Midlands Region,Lower Than A Level,180,10-20,78,,Low,,Very High Risk,0,1,Withdrawn
584756,M,London Region,Lower Than A Level,120,40-50%,,,,,,0,0,Fail
584771,M,Scotland,HE Qualification,90,20-30%,4634,75.0434782608696,High,High,Safe,0,1,Withdrawn
584913,M,North Western Region,A Level or Equivalent,60,0-10%,181,,Low,,Very High Risk,0,1,Withdrawn
584940,M,East Anglian Region,A Level or Equivalent,60,70-80%,2451,67.8571428571429,High,Medium,Safe,1,0,Pass
585011,M,Scotland,HE Qualification,120,80-90%,1536,90.8,Medium,High,Low Risk,0,1,Withdrawn
585057,M,North Region,HE Qualification,90,,411,76,Low,High,High Risk,1,0,Pass
585093,M,North Region,Post Graduate Qualification,90,,11629,94.6190476190476,High,High,Safe,1,0,Distinction
585383,M,South East Region,A Level or Equivalent,120,40-50%,3017,83.1428571428571,High,High,Safe,1,0,Pass
585393,M,South West Region,A Level or Equivalent,60,60-70%,15356,95.6923076923077,High,High,Safe,1,0,Distinction
585397,M,East Anglian Region,A Level or Equivalent,60,90-100%,5429,84.6153846153846,High,High,Safe,1,0,Pass
585433,M,Scotland,HE Qualification,60,80-90%,2837,82.25,High,High,Safe,0,1,Withdrawn
585455,M,Scotland,A Level or Equivalent,60,90-100%,4471,85.6153846153846,High,High,Safe,1,0,Pass
585464,M,South Region,A Level or Equivalent,60,80-90%,2402,77.8,High,High,Safe,0,1,Withdrawn
585681,M,Yorkshire Region,HE Qualification,60,90-100%,1210,81.75,Medium,High,Low Risk,0,1,Withdrawn
585695,M,South West Region,A Level or Equivalent,90,60-70%,2135,96.2857142857143,High,High,Low Risk,1,0,Distinction
585709,F,South West Region,A Level or Equivalent,90,40-50%,4519,81.3333333333333,High,High,Safe,1,0,Pass
585769,F,Scotland,Post Graduate Qualification,90,50-60%,7014,86.6363636363636,High,High,Safe,0,1,Withdrawn
585900,M,East Midlands Region,A Level or Equivalent,90,80-90%,315,67.6666666666667,Low,Medium,Very High Risk,0,0,Fail
586060,M,South Region,Lower Than A Level,60,20-30%,472,,Low,,High Risk,0,0,Fail
586132,M,East Anglian Region,A Level or Equivalent,60,80-90%,764,90.6666666666667,Medium,High,High Risk,0,1,Withdrawn
586436,F,East Anglian Region,Lower Than A Level,60,50-60%,59,,Low,,Very High Risk,0,0,Fail
586473,M,East Midlands Region,A Level or Equivalent,60,70-80%,1784,51.25,High,Medium,Low Risk,0,0,Fail
586476,F,South East Region,A Level or Equivalent,120,50-60%,2040,79.1538461538462,High,High,Low Risk,0,1,Withdrawn
586526,M,South Region,A Level or Equivalent,120,90-100%,1445,53.6666666666667,Medium,Medium,Low Risk,0,1,Withdrawn
586716,M,Scotland,HE Qualification,90,80-90%,1888,68.3333333333333,High,Medium,Low Risk,0,1,Withdrawn
586921,M,East Anglian Region,Lower Than A Level,60,80-90%,3416,68.75,High,Medium,Safe,0,1,Withdrawn
586962,M,South Region,A Level or Equivalent,90,80-90%,3124,81,High,High,Safe,0,1,Withdrawn
587122,M,Scotland,Lower Than A Level,90,60-70%,1739,77.125,High,High,Low Risk,0,1,Withdrawn
587179,F,West Midlands Region,HE Qualification,120,10-20,31,,Low,,Very High Risk,0,1,Withdrawn
587585,M,London Region,A Level or Equivalent,60,90-100%,34,,Low,,Very High Risk,0,0,Fail
587621,F,London Region,Lower Than A Level,90,70-80%,2938,50.6363636363636,High,Medium,Safe,0,1,Withdrawn
587783,M,East Anglian Region,Lower Than A Level,120,80-90%,6563,91.3809523809524,High,High,Safe,1,0,Pass
587884,M,South West Region,Lower Than A Level,60,60-70%,686,79.5,Medium,High,High Risk,0,1,Withdrawn
587906,M,East Midlands Region,A Level or Equivalent,60,20-30%,8755,88.3333333333333,High,High,Safe,1,0,Pass
587911,M,North Western Region,A Level or Equivalent,60,50-60%,3844,85,High,High,Safe,1,0,Pass
588059,F,East Midlands Region,Lower Than A Level,90,60-70%,111,,Low,,Very High Risk,0,1,Withdrawn
588125,M,Yorkshire Region,Lower Than A Level,60,70-80%,3834,75.4,High,High,Safe,0,1,Withdrawn
588175,F,London Region,Lower Than A Level,240,20-30%,897,74.6666666666667,Medium,High,High Risk,0,1,Withdrawn
588219,M,South East Region,Lower Than A Level,90,50-60%,1348,51.125,Medium,Medium,Low Risk,0,0,Fail
588274,M,West Midlands Region,A Level or Equivalent,120,70-80%,13824,98.3076923076923,High,High,Safe,1,0,Distinction
588402,M,Wales,Lower Than A Level,60,60-70%,2853,70.9230769230769,High,High,Safe,0,0,Fail
588430,M,North Region,Lower Than A Level,90,60-70%,1563,65.8,Medium,Medium,Low Risk,1,0,Pass
588460,M,East Anglian Region,Lower Than A Level,90,60-70%,3426,63.125,High,Medium,Safe,0,1,Withdrawn
588464,M,East Midlands Region,A Level or Equivalent,120,60-70%,228,37.75,Low,Low,Very High Risk,0,1,Withdrawn
588473,M,East Anglian Region,HE Qualification,30,20-30%,1224,91,Medium,High,Low Risk,1,0,Distinction
588524,M,Scotland,HE Qualification,60,70-80%,2078,70.5384615384615,High,High,Low Risk,1,0,Pass
588590,F,Scotland,HE Qualification,30,20-30%,260,50,Low,Low,Very High Risk,0,0,Fail
588676,M,Scotland,HE Qualification,90,80-90%,4692,67.8461538461538,High,Medium,Safe,1,0,Pass
588694,M,North Region,Lower Than A Level,60,70-80%,,,,,,0,1,Withdrawn
588707,F,Wales,A Level or Equivalent,150,60-70%,3749,89.5,High,High,Safe,1,0,Distinction
588710,M,North Western Region,Lower Than A Level,60,40-50%,1242,68.4,Medium,Medium,Low Risk,0,1,Withdrawn
588846,M,North Western Region,HE Qualification,60,90-100%,563,34.5,Medium,Low,High Risk,0,0,Fail
588956,M,South East Region,HE Qualification,120,70-80%,284,73.5,Low,High,Very High Risk,1,0,Pass
589018,M,Scotland,Lower Than A Level,120,20-30%,463,59,Low,Medium,High Risk,0,1,Withdrawn
589023,M,North Region,A Level or Equivalent,60,,390,,Low,,High Risk,0,1,Withdrawn
589108,M,South East Region,Lower Than A Level,90,20-30%,,,,,,0,1,Withdrawn
589327,M,Scotland,HE Qualification,60,70-80%,2456,56.6153846153846,High,Medium,Safe,0,1,Withdrawn
589390,F,South West Region,Lower Than A Level,90,30-40%,1642,84.8,High,High,Low Risk,1,0,Pass
589517,F,West Midlands Region,A Level or Equivalent,60,40-50%,1090,95,Medium,High,Low Risk,0,1,Withdrawn
589525,F,East Midlands Region,A Level or Equivalent,60,60-70%,1535,98.5555555555556,Medium,High,Low Risk,1,0,Distinction
589722,M,Ireland,A Level or Equivalent,60,50-60%,266,10,Low,Low,Very High Risk,0,1,Withdrawn
589894,M,Scotland,A Level or Equivalent,60,80-90%,1705,73.2,High,High,Low Risk,0,1,Withdrawn
590072,M,Scotland,A Level or Equivalent,90,70-80%,21,,Low,,Very High Risk,0,0,Fail
590626,M,Scotland,Lower Than A Level,60,60-70%,4231,59,High,Medium,Safe,0,1,Withdrawn
590699,M,East Anglian Region,HE Qualification,120,80-90%,411,,Low,,High Risk,0,1,Withdrawn
590744,F,Scotland,HE Qualification,60,10-20,3343,77.5,High,High,Safe,0,1,Withdrawn
590762,M,Scotland,A Level or Equivalent,120,30-40%,673,85.5714285714286,Medium,High,High Risk,0,0,Fail
590877,M,South East Region,Lower Than A Level,60,40-50%,1573,70.5,Medium,High,Low Risk,0,0,Fail
590881,M,East Anglian Region,Lower Than A Level,90,30-40%,45,,Low,,Very High Risk,0,1,Withdrawn
590914,F,West Midlands Region,A Level or Equivalent,60,40-50%,679,45.5,Medium,Low,High Risk,0,0,Fail
590961,M,Scotland,A Level or Equivalent,90,80-90%,930,65.8571428571429,Medium,Medium,Low Risk,0,1,Withdrawn
590974,M,Yorkshire Region,Lower Than A Level,60,60-70%,412,64,Low,Medium,High Risk,0,1,Withdrawn
591375,M,Scotland,A Level or Equivalent,60,80-90%,3050,96.6153846153846,High,High,Safe,1,0,Distinction
591388,M,West Midlands Region,HE Qualification,60,60-70%,5102,92,High,High,Safe,1,0,Distinction
591566,M,North Western Region,Lower Than A Level,60,0-10%,2301,56.6666666666667,High,Medium,Safe,0,1,Withdrawn
591619,F,South West Region,HE Qualification,60,90-100%,280,54,Low,Medium,Very High Risk,0,1,Withdrawn
591655,M,North Region,Lower Than A Level,90,70-80%,1444,56.8571428571429,Medium,Medium,Low Risk,0,1,Withdrawn
591719,M,West Midlands Region,A Level or Equivalent,60,10-20,865,86,Medium,High,High Risk,0,1,Withdrawn
591738,M,Ireland,A Level or Equivalent,150,90-100%,617,80,Medium,High,High Risk,0,1,Withdrawn
591958,M,South Region,Lower Than A Level,60,90-100%,3792,90.4444444444444,High,High,Safe,1,0,Distinction
592007,M,North Western Region,A Level or Equivalent,120,50-60%,4794,59.3809523809524,High,Medium,Safe,0,0,Fail
592051,M,Scotland,HE Qualification,120,50-60%,10808,46.9473684210526,High,Low,Safe,0,1,Withdrawn
592093,M,West Midlands Region,Lower Than A Level,90,20-30%,2426,64.7894736842105,High,Medium,Safe,0,1,Withdrawn
592151,M,South Region,Lower Than A Level,60,60-70%,687,73.4444444444444,Medium,High,High Risk,1,0,Pass
592158,F,London Region,A Level or Equivalent,120,40-50%,360,0,Low,,High Risk,0,1,Withdrawn
592259,M,Yorkshire Region,A Level or Equivalent,150,80-90%,2841,66.8125,High,Medium,Safe,0,1,Withdrawn
592284,F,North Western Region,A Level or Equivalent,120,10-20,95,0,Low,,Very High Risk,0,1,Withdrawn
592407,M,East Midlands Region,A Level or Equivalent,90,40-50%,97,10,Low,Low,Very High Risk,0,1,Withdrawn
592429,M,North Region,HE Qualification,60,,,,,,,0,0,Fail
592437,M,East Anglian Region,A Level or Equivalent,120,80-90%,1333,78.6666666666667,Medium,High,Low Risk,0,1,Withdrawn
592609,M,Scotland,A Level or Equivalent,60,70-80%,3593,71.4444444444444,High,High,Safe,0,1,Withdrawn
592684,M,Scotland,A Level or Equivalent,60,30-40%,,,,,,0,1,Withdrawn
592775,M,Yorkshire Region,HE Qualification,30,80-90%,1563,76.8888888888889,Medium,High,Low Risk,1,0,Pass
592776,M,Yorkshire Region,A Level or Equivalent,60,80-90%,2383,77.4444444444444,High,High,Safe,1,0,Pass
592842,M,Scotland,HE Qualification,120,30-40%,640,95,Medium,High,High Risk,0,0,Fail
592876,M,Scotland,HE Qualification,90,10-20,37,,Low,,Very High Risk,0,1,Withdrawn
592939,M,Scotland,HE Qualification,240,0-10%,2975,67.2105263157895,High,Medium,Safe,0,1,Withdrawn
592961,M,North Western Region,HE Qualification,60,40-50%,8166,95.75,High,High,Safe,1,0,Distinction
592976,M,West Midlands Region,HE Qualification,60,60-70%,4975,99.2,High,High,Safe,1,0,Distinction
593071,M,Scotland,A Level or Equivalent,90,90-100%,215,,Low,,Very High Risk,0,1,Withdrawn
593103,M,North Western Region,A Level or Equivalent,120,20-30%,2349,77.5714285714286,High,High,Safe,1,0,Pass
593123,M,Wales,A Level or Equivalent,60,10-20,1397,66.75,Medium,Medium,Low Risk,0,0,Fail
593305,M,Wales,A Level or Equivalent,60,10-20,2178,65.6,High,Medium,Safe,1,0,Pass
593787,M,Yorkshire Region,Lower Than A Level,60,0-10%,877,31.2,Medium,Low,High Risk,0,0,Fail
593823,M,East Anglian Region,HE Qualification,90,60-70%,11328,87.6190476190476,High,High,Safe,1,0,Distinction
593972,M,North Western Region,A Level or Equivalent,60,50-60%,1188,73.5555555555556,Medium,High,Low Risk,1,0,Pass
593995,M,Yorkshire Region,A Level or Equivalent,60,70-80%,2312,91.7777777777778,High,High,Safe,1,0,Distinction
594044,M,Wales,HE Qualification,90,80-90%,6099,83.3809523809524,High,High,Safe,1,0,Pass
594052,M,North Western Region,A Level or Equivalent,90,80-90%,400,69.8,Low,Medium,High Risk,0,1,Withdrawn
594111,M,Wales,A Level or Equivalent,60,10-20,694,63.75,Medium,Medium,High Risk,0,1,Withdrawn
594157,M,South Region,A Level or Equivalent,60,10-20,8020,74.9,High,High,Safe,1,0,Pass
594193,M,South West Region,Lower Than A Level,60,90-100%,415,90,Low,High,High Risk,0,0,Fail
594199,M,South East Region,A Level or Equivalent,90,20-30%,4604,79.2,High,High,Safe,0,1,Withdrawn
594246,M,Scotland,HE Qualification,60,40-50%,1401,88.8,Medium,High,Low Risk,0,0,Fail
594326,M,West Midlands Region,A Level or Equivalent,120,60-70%,2821,67.952380952381,High,Medium,Safe,0,1,Withdrawn
594371,M,North Region,Post Graduate Qualification,30,,1143,81.4444444444444,Medium,High,Low Risk,1,0,Pass
594419,F,North Western Region,Lower Than A Level,90,40-50%,1545,59.3333333333333,Medium,Medium,Low Risk,0,1,Withdrawn
594851,M,Scotland,Lower Than A Level,90,30-40%,54,,Low,,Very High Risk,0,0,Fail
595164,M,East Midlands Region,A Level or Equivalent,120,70-80%,2116,73.2380952380952,High,High,Low Risk,1,0,Pass
595182,M,Scotland,HE Qualification,90,70-80%,5379,85.6666666666667,High,High,Safe,1,0,Pass
595189,M,Scotland,A Level or Equivalent,60,90-100%,10214,92.5384615384615,High,High,Safe,1,0,Distinction
595324,F,Scotland,A Level or Equivalent,120,60-70%,,,,,,0,0,Fail
595356,M,South West Region,A Level or Equivalent,90,10-20,711,42,Medium,Low,High Risk,0,1,Withdrawn
595492,M,South East Region,Lower Than A Level,60,50-60%,1498,63.5714285714286,Medium,Medium,Low Risk,0,0,Fail
595514,M,East Midlands Region,A Level or Equivalent,60,80-90%,6588,59,High,Medium,Safe,0,1,Withdrawn
595659,M,Yorkshire Region,A Level or Equivalent,90,0-10%,1112,64.125,Medium,Medium,Low Risk,1,0,Pass
595685,M,East Midlands Region,A Level or Equivalent,120,60-70%,683,59.375,Medium,Medium,High Risk,0,1,Withdrawn
595781,F,North Region,A Level or Equivalent,60,30-40%,3147,68.8888888888889,High,Medium,Safe,0,0,Fail
595797,M,Yorkshire Region,A Level or Equivalent,60,60-70%,1383,82.6666666666667,Medium,High,Low Risk,1,0,Pass
595847,M,Wales,HE Qualification,120,0-10%,2045,87.2380952380952,High,High,Low Risk,1,0,Pass
595986,M,South West Region,A Level or Equivalent,120,80-90%,1566,62.1875,Medium,Medium,Low Risk,1,0,Pass
595992,M,Yorkshire Region,Lower Than A Level,60,40-50%,2095,66,High,Medium,Low Risk,0,1,Withdrawn
596029,M,London Region,Lower Than A Level,120,20-30%,336,52,Low,Medium,High Risk,0,1,Withdrawn
596035,M,Scotland,A Level or Equivalent,105,50-60%,786,68.2857142857143,Medium,Medium,High Risk,0,1,Withdrawn
596157,M,London Region,Lower Than A Level,240,40-50%,6206,65.7777777777778,High,Medium,Safe,1,0,Pass
596321,F,North Western Region,A Level or Equivalent,60,70-80%,896,71,Medium,High,High Risk,0,1,Withdrawn
596432,F,South East Region,Lower Than A Level,60,40-50%,1407,74,Medium,High,Low Risk,0,1,Withdrawn
596699,M,East Anglian Region,HE Qualification,240,30-40%,868,66.9166666666667,Medium,Medium,High Risk,0,1,Withdrawn
596731,M,Yorkshire Region,A Level or Equivalent,90,30-40%,2667,58.0666666666667,High,Medium,Safe,1,0,Pass
596903,F,Yorkshire Region,Lower Than A Level,120,10-20,965,44.8,Medium,Low,Low Risk,1,0,Pass
596947,M,East Anglian Region,Lower Than A Level,90,80-90%,1213,64.1818181818182,Medium,Medium,Low Risk,0,0,Fail
597181,M,West Midlands Region,A Level or Equivalent,60,20-30%,1,,Low,,Very High Risk,0,0,Fail
597363,M,South East Region,Lower Than A Level,60,40-50%,1486,81.5,Medium,High,Low Risk,0,1,Withdrawn
597403,M,North Western Region,A Level or Equivalent,90,10-20,1467,70.1428571428571,Medium,High,Low Risk,1,0,Pass
597560,M,East Midlands Region,Lower Than A Level,120,60-70%,894,70.1666666666667,Medium,High,High Risk,0,1,Withdrawn
597817,F,East Anglian Region,A Level or Equivalent,120,20-30%,316,66,Low,Medium,Very High Risk,0,0,Fail
597926,F,South Region,A Level or Equivalent,240,90-100%,692,98.1111111111111,Medium,High,High Risk,1,0,Distinction
598074,M,Scotland,A Level or Equivalent,90,30-40%,2473,84.6,High,High,Safe,0,1,Withdrawn
598113,M,Ireland,HE Qualification,120,,3854,61.0526315789474,High,Medium,Safe,1,0,Pass
598321,M,South Region,HE Qualification,60,80-90%,3531,83.8461538461538,High,High,Safe,1,0,Pass
598662,F,Scotland,A Level or Equivalent,60,90-100%,2119,77.3846153846154,High,High,Low Risk,1,0,Pass
598666,M,London Region,No Formal quals,120,20-30%,485,58.3333333333333,Medium,Medium,High Risk,0,1,Withdrawn
598757,M,South Region,A Level or Equivalent,90,90-100%,622,63.6666666666667,Medium,Medium,High Risk,0,1,Withdrawn
598860,F,London Region,Lower Than A Level,90,20-30%,9392,90.625,High,High,Safe,1,0,Distinction
598924,M,North Region,A Level or Equivalent,60,40-50%,223,,Low,,Very High Risk,0,0,Fail
599263,M,Yorkshire Region,A Level or Equivalent,120,60-70%,653,49.5555555555556,Medium,Low,High Risk,0,0,Fail
599275,M,Scotland,A Level or Equivalent,90,90-100%,854,69.25,Medium,Medium,High Risk,0,0,Fail
599341,M,Scotland,A Level or Equivalent,90,50-60%,3846,84.8,High,High,Safe,0,1,Withdrawn
599542,M,Scotland,Lower Than A Level,90,10-20,1352,77.75,Medium,High,Low Risk,0,0,Fail
599547,M,East Midlands Region,A Level or Equivalent,120,70-80%,132,,Low,,Very High Risk,0,1,Withdrawn
599615,M,East Midlands Region,Lower Than A Level,90,40-50%,135,34,Low,Low,Very High Risk,0,0,Fail
599857,M,Scotland,Lower Than A Level,90,20-30%,4662,78.5714285714286,High,High,Safe,1,0,Pass
599893,M,South Region,A Level or Equivalent,60,70-80%,875,94,Medium,High,High Risk,0,0,Fail
599902,M,West Midlands Region,Lower Than A Level,60,90-100%,858,86.75,Medium,High,High Risk,0,1,Withdrawn
599937,F,Wales,Lower Than A Level,90,30-40%,1187,60,Medium,Medium,Low Risk,0,1,Withdrawn
599942,M,Wales,A Level or Equivalent,60,0-10%,1005,50.3333333333333,Medium,Medium,Low Risk,0,1,Withdrawn
599958,F,South East Region,HE Qualification,150,40-50%,10794,80.6923076923077,High,High,Safe,1,0,Pass
599986,M,East Midlands Region,Lower Than A Level,60,20-30%,,,,,,0,1,Withdrawn
600073,M,Ireland,A Level or Equivalent,60,,2060,86.5555555555556,High,High,Low Risk,1,0,Pass
600094,M,North Western Region,A Level or Equivalent,90,70-80%,569,63.1,Medium,Medium,High Risk,0,1,Withdrawn
600142,M,Wales,A Level or Equivalent,60,60-70%,911,42.7142857142857,Medium,Low,Low Risk,0,0,Fail
600181,M,East Midlands Region,HE Qualification,60,70-80%,603,55,Medium,Medium,High Risk,0,1,Withdrawn
600335,M,Yorkshire Region,A Level or Equivalent,60,20-30%,3294,70.5384615384615,High,High,Safe,1,0,Pass
600436,F,West Midlands Region,HE Qualification,120,20-30%,2716,63.2,High,Medium,Safe,0,1,Withdrawn
600509,M,North Western Region,A Level or Equivalent,60,70-80%,923,66.6,Medium,Medium,Low Risk,0,1,Withdrawn
600547,M,North Western Region,A Level or Equivalent,60,10-20,5082,81,High,High,Safe,0,1,Withdrawn
